,EEX-ITALIAN BL M CONT - SETT. PRICE,EEX-ITALIAN BL M CON.LTDT - SETT. PRICE,EEX-ITALIAN BL M CON.WVOL - SETT. PRICE,EEX-ITALIAN BL M CONT.VOL - SETT. PRICE,EEX-ITALIAN BL M CONT.IDX - SETT. PRICE,EEX-ITALIAN BL M CONT.AVG - SETT. PRICE
26/01/2024,92.11,99.39,95.75,99.39,80.77,90.51
29/01/2024,91.65,99.17,95.41,99.17,80.59,90.21
30/01/2024,93.92,99.16,96.54,99.16,80.58,92.78
31/01/2024,96.5,96.5,96.5,96.5,82.79,93.82
01/02/2024,92.4,94.41,93.4,94.41,81,91.62
02/02/2024,92.79,94.47,93.63,94.47,81.05,92.19
05/02/2024,90.82,92.86,91.84,92.86,79.67,89.98
06/02/2024,91.44,93.83,92.63,93.83,80.5,90.67
07/02/2024,89.96,92.61,91.29,92.61,79.46,89.5
08/02/2024,88.49,91.5,89.99,91.5,78.5,88.09
09/02/2024,85.57,90.38,87.98,90.38,77.54,86.01
12/02/2024,83.16,88.52,85.84,88.52,75.95,83.56
13/02/2024,82.08,88.47,85.27,88.47,75.9,82.48
14/02/2024,81.03,87.66,84.35,87.66,75.21,81.3
15/02/2024,81.89,88.65,85.27,88.65,76.06,81.9
16/02/2024,81.09,87.71,84.4,87.71,75.25,81.12
19/02/2024,78.39,87.5,82.94,87.5,75.07,78.59
20/02/2024,79.54,87.64,83.59,87.64,75.19,79.4
21/02/2024,80.28,87.97,84.13,87.97,75.48,79.18
22/02/2024,78.11,87.38,82.74,87.38,74.97,77.6
23/02/2024,77.77,87.08,82.43,87.08,74.71,77.14
26/02/2024,78.89,87.36,83.13,87.36,74.95,79.08
27/02/2024,79.79,87.52,83.65,87.52,75.09,80.27
28/02/2024,83.32,87.63,85.48,87.63,75.18,83.39
29/02/2024,81.44,81.44,81.44,81.44,73.49,81.17
01/03/2024,79.58,84.73,82.15,84.73,76.46,83.06
04/03/2024,81.25,84.45,82.85,84.45,76.2,84.98
05/03/2024,84.13,87.66,85.9,87.66,79.1,87.61
06/03/2024,82.23,86.84,84.53,86.84,78.36,85.57
07/03/2024,80.99,86.04,83.51,86.04,77.64,84.54
08/03/2024,80.66,86.65,83.65,86.65,78.19,84.44
11/03/2024,77.89,85.19,81.54,85.19,76.87,81.48
12/03/2024,77.56,85.79,81.67,85.79,77.41,81.34
13/03/2024,77.19,86.72,81.96,86.72,78.25,81.39
14/03/2024,80.5,87.76,84.13,87.76,79.19,83.98
15/03/2024,82.38,88.26,85.32,88.26,79.64,85.59
18/03/2024,85.47,87.81,86.64,87.81,79.24,88.45
19/03/2024,85.24,87.94,86.59,87.94,79.35,88.36
20/03/2024,83.95,87.66,85.8,87.66,79.1,87.18
21/03/2024,79.17,86.83,83,86.83,78.35,83.74
22/03/2024,81.91,88.09,85,88.09,79.49,86.45
25/03/2024,85.62,88.26,86.94,88.26,79.64,89.28
26/03/2024,81.47,88.12,84.79,88.12,79.51,86.33
27/03/2024,81.78,87.97,84.88,87.97,79.38,87.11
28/03/2024,82.23,88.03,85.13,88.03,79.43,86.98
29/03/2024,82.23,88.03,85.13,88.03,79.43,86.98
01/04/2024,82.23,88.03,85.13,88.03,79.43,86.98
02/04/2024,76.39,81.33,78.86,81.33,78.56,85.13
03/04/2024,74.01,78.14,76.07,78.14,75.48,83.02
04/04/2024,75.81,77.4,76.6,77.4,74.77,84.34
05/04/2024,77.98,77.99,77.99,77.99,75.34,85.99
08/04/2024,80.58,77.29,78.93,77.29,74.66,88.56
09/04/2024,80.48,77.86,79.17,77.86,75.21,88.47
10/04/2024,77.92,77.26,77.59,77.26,74.63,86.94
11/04/2024,84.13,80,82.07,80,77.28,92.59
12/04/2024,87.76,81.16,84.46,81.16,78.4,96.01
15/04/2024,88.54,81.79,85.16,81.79,79.01,96.41
16/04/2024,93.45,84.41,88.93,84.41,81.54,100.9
17/04/2024,89.04,84.87,86.95,84.87,81.98,97.07
18/04/2024,92.08,85.01,88.54,85.01,82.12,99.17
19/04/2024,88.96,84.8,86.88,84.8,81.92,95.45
22/04/2024,84.77,85.12,84.94,85.12,82.23,92.59
23/04/2024,82.47,85.26,83.86,85.26,82.36,90.83
24/04/2024,82.92,86.68,84.8,86.68,83.73,91.77
25/04/2024,85.22,87.47,86.35,87.47,84.5,93.85
26/04/2024,83.53,87.75,85.64,87.75,84.77,92.06
29/04/2024,80.22,86.8,83.51,86.8,83.85,89.42
30/04/2024,83.71,83.71,83.71,83.71,87.5,93.04
01/05/2024,83.71,83.71,83.71,83.71,87.5,93.04
02/05/2024,92.26,89.8,91.03,89.8,93.86,99.73
03/05/2024,90.68,89.29,89.98,89.29,93.33,98.79
06/05/2024,94.01,91.71,92.86,91.71,95.86,101.47
07/05/2024,92.36,90.18,91.27,90.18,94.26,100.02
08/05/2024,92.18,89.34,90.76,89.34,93.38,99.76
09/05/2024,93.57,90.14,91.85,90.14,94.22,100.92
10/05/2024,92.13,88.96,90.54,88.96,92.98,99.39
13/05/2024,89.87,88.07,88.97,88.07,92.05,97.6
14/05/2024,90.28,88.58,89.43,88.58,92.59,98.33
15/05/2024,90.01,89.16,89.58,89.16,93.19,98.19
16/05/2024,90.8,89.43,90.11,89.43,93.47,99.21
17/05/2024,91.86,90.08,90.97,90.08,94.15,100.06
20/05/2024,95.55,92.15,93.85,92.15,96.32,103.35
21/05/2024,99.38,93.56,96.47,93.56,97.79,106.59
22/05/2024,101.4,94.22,97.81,94.22,98.48,108.76
23/05/2024,102.77,94.54,98.65,94.54,98.82,109.96
24/05/2024,100.95,94.06,97.5,94.06,98.31,108.51
27/05/2024,103.03,94.97,99,94.97,99.26,110.01
28/05/2024,99.56,95.01,97.28,95.01,99.31,107.38
29/05/2024,100.59,95.29,97.94,95.29,99.6,107.79
30/05/2024,102.63,94.88,98.76,94.88,99.17,109.82
31/05/2024,102.57,102.57,102.57,102.57,99.11,112.89
03/06/2024,114.56,106.95,110.75,106.95,103.35,115.84
04/06/2024,109.4,102.53,105.96,102.53,99.07,111.14
05/06/2024,108.11,101,104.55,101,97.6,109.36
06/06/2024,107.96,100.81,104.38,100.81,97.41,109.48
07/06/2024,105.85,101.88,103.87,101.88,98.45,108.11
10/06/2024,107.61,101.62,104.61,101.62,98.19,109.28
11/06/2024,107.2,102.77,104.99,102.77,99.31,109.72
12/06/2024,109.02,103.38,106.2,103.38,99.9,111.07
13/06/2024,109.87,104.59,107.23,104.59,101.06,112.07
14/06/2024,108.64,104.09,106.36,104.09,100.58,110.62
17/06/2024,106.3,104.16,105.23,104.16,100.65,108.68
18/06/2024,107.42,103.47,105.44,103.47,99.98,109.68
19/06/2024,108.68,103.8,106.24,103.8,100.3,111.83
20/06/2024,106.9,103.41,105.15,103.41,99.92,110.62
21/06/2024,105.22,103.18,104.2,103.18,99.7,109.1
24/06/2024,104.47,103.94,104.21,103.94,100.44,108.5
25/06/2024,105.41,104.05,104.73,104.05,100.54,109.64
26/06/2024,103.78,103.47,103.63,103.47,99.98,107.7
27/06/2024,105.08,103.94,104.51,103.94,100.44,108.48
28/06/2024,105.03,103.52,104.27,103.52,100.03,108.29
01/07/2024,100.63,105.64,103.13,105.64,100.61,110.77
02/07/2024,102.36,106.69,104.52,106.69,101.61,113.2
03/07/2024,100.15,106.75,103.45,106.75,101.67,111.67
04/07/2024,101.11,107.18,104.14,107.18,102.08,112.24
05/07/2024,101.18,107.7,104.44,107.7,102.57,112.18
08/07/2024,99.64,108.72,104.18,108.72,103.54,110.96
09/07/2024,97.72,108.1,102.91,108.1,102.95,109.02
10/07/2024,96.37,108.43,102.4,108.43,103.27,107.72
11/07/2024,97.89,107.66,102.77,107.66,102.54,108.24
12/07/2024,99.87,109.33,104.6,109.33,104.13,109.78
15/07/2024,99.5,110.79,105.14,110.79,105.52,108.96
16/07/2024,102.2,111.62,106.91,111.62,106.31,111.01
17/07/2024,99.76,110.45,105.1,110.45,105.19,108.96
18/07/2024,100.75,110.65,105.7,110.65,105.38,109.63
19/07/2024,100.24,110.54,105.39,110.54,105.28,109.14
22/07/2024,99.7,110.42,105.06,110.42,105.16,108.19
23/07/2024,100.04,110.21,105.13,110.21,104.96,108.47
24/07/2024,103.21,111.17,107.19,111.17,105.88,111.13
25/07/2024,102.36,111.6,106.98,111.6,106.29,109.98
26/07/2024,103.87,111.61,107.74,111.61,106.3,111.59
29/07/2024,107.33,112.15,109.74,112.15,106.81,114.04
30/07/2024,108.81,112.32,110.57,112.32,106.97,114.93
31/07/2024,110.99,110.99,110.99,110.99,109.12,118.39
01/08/2024,116.11,114.39,115.25,114.39,112.46,121.46
02/08/2024,115.09,114.19,114.64,114.19,112.26,120.9
05/08/2024,113.65,115.94,114.79,115.94,113.98,118.95
06/08/2024,116.57,118.33,117.45,118.33,116.33,121.12
07/08/2024,119.42,120.15,119.78,120.15,118.12,123.96
08/08/2024,123.14,121.61,122.38,121.61,119.56,126.68
09/08/2024,124.59,123.86,124.22,123.86,121.77,128.3
12/08/2024,124.83,127.32,126.07,127.32,125.17,129.39
13/08/2024,123.8,127.17,125.49,127.17,125.02,128.65
14/08/2024,123.74,125.9,124.82,125.9,123.77,128.37
15/08/2024,125.19,127.02,126.1,127.02,124.88,129.99
16/08/2024,125.79,126.83,126.31,126.83,124.69,130.16
19/08/2024,125.37,125.77,125.57,125.77,123.65,130.12
20/08/2024,122.19,125.58,123.88,125.58,123.46,127.3
21/08/2024,119.58,125.27,122.43,125.27,123.16,124.86
22/08/2024,118.94,125.73,122.33,125.73,123.61,124.31
23/08/2024,119,126.51,122.75,126.51,124.37,124.53
26/08/2024,121.26,128.4,124.83,128.4,126.23,126.07
27/08/2024,124.22,129.39,126.8,129.39,127.21,128.44
28/08/2024,125.37,128.85,127.11,128.85,126.68,128.31
29/08/2024,125.5,128.8,127.15,128.8,126.63,127.39
30/08/2024,127.24,128.44,127.84,128.44,126.27,128.36
02/09/2024,122.72,128.1,125.41,128.1,127.13,125.25
03/09/2024,118.76,125,121.88,125,124.05,121.56
04/09/2024,115.27,120.52,117.9,120.52,119.6,117.98
05/09/2024,115.09,119.5,117.29,119.5,118.59,117.67
06/09/2024,115.35,121.64,118.49,121.64,120.71,118.06
09/09/2024,116.32,119.82,118.07,119.82,118.91,118.56
10/09/2024,111.51,117.37,114.44,117.37,116.48,114.93
11/09/2024,112.33,116.75,114.54,116.75,115.86,115.63
12/09/2024,109.6,115.55,112.57,115.55,114.67,113.26
13/09/2024,109.78,116.66,113.22,116.66,115.77,113.21
16/09/2024,106.71,116.1,111.4,116.1,115.22,110.76
17/09/2024,110.2,116.97,113.58,116.97,116.08,113.83
18/09/2024,109.21,116.12,112.66,116.12,115.24,113.32
19/09/2024,105.53,115.85,110.69,115.85,114.97,109.26
20/09/2024,107.9,116.36,112.13,116.36,115.47,111.24
23/09/2024,111.3,117.24,114.27,117.24,116.35,113.3
24/09/2024,110.43,117.27,113.85,117.27,116.38,112.53
25/09/2024,114.44,117.49,115.96,117.49,116.6,115.92
26/09/2024,116.14,117.59,116.86,117.59,116.7,117.69
27/09/2024,115.89,117.33,116.61,117.33,116.44,118.11
30/09/2024,115.66,117.13,116.4,117.13,116.24,117.53
01/10/2024,117.87,116.57,117.22,116.57,117.15,117.72
02/10/2024,116.43,116.2,116.31,116.2,116.78,115.08
03/10/2024,118.38,116.11,117.24,116.11,116.69,116.7
04/10/2024,119.66,117.09,118.38,117.09,117.68,118.27
07/10/2024,118.64,116.55,117.6,116.55,117.13,117.25
08/10/2024,115.76,115.88,115.82,115.88,116.46,114.83
09/10/2024,114.33,113.99,114.16,113.99,114.56,113.49
10/10/2024,117.26,114.53,115.89,114.53,115.1,116.57
11/10/2024,116.14,113.34,114.74,113.34,113.91,115.9
14/10/2024,117.03,112.51,114.77,112.51,113.07,116.55
15/10/2024,115.57,112.71,114.14,112.71,113.27,115.37
16/10/2024,115.04,112.37,113.7,112.37,112.93,114.05
17/10/2024,114.99,112.26,113.63,112.26,112.82,114.17
18/10/2024,112.96,111.59,112.27,111.59,112.15,112.81
21/10/2024,114.37,115.14,114.75,115.14,115.72,114.24
22/10/2024,116.1,115.85,115.98,115.85,116.43,115.8
23/10/2024,118.37,116.02,117.19,116.02,116.6,117.75
24/10/2024,121.87,117.28,119.57,117.28,117.87,120.11
25/10/2024,124.42,117.44,120.93,117.44,118.03,122.14
28/10/2024,123.08,117.07,120.07,117.07,117.66,120.41
29/10/2024,124.84,116.92,120.88,116.92,117.5,121.82
30/10/2024,122.12,116.69,119.4,116.69,117.27,118.78
31/10/2024,119.91,119.91,119.91,119.91,115.15,115.01
01/11/2024,117.47,119.5,118.49,119.5,114.76,112.39
04/11/2024,118.97,121.45,120.21,121.45,116.63,114.5
05/11/2024,119.17,120.14,119.65,120.14,115.37,114.35
06/11/2024,117.92,119.64,118.78,119.64,114.89,113.68
07/11/2024,120.74,120.56,120.65,120.56,115.78,116.3
08/11/2024,123.39,124.23,123.81,124.23,119.3,119.12
11/11/2024,125.15,124.98,125.06,124.98,120.02,121.17
12/11/2024,127.03,124.72,125.88,124.72,119.77,122.09
13/11/2024,124.96,123.8,124.38,123.8,118.89,120.45
14/11/2024,131.47,127.55,129.51,127.55,122.49,125.69
15/11/2024,133.15,128.81,130.98,128.81,123.7,126.62
18/11/2024,134.75,129.84,132.29,129.84,124.69,128
19/11/2024,130.77,129.96,130.37,129.96,124.8,126.12
20/11/2024,132.73,130.32,131.52,130.32,125.15,128.23
21/11/2024,136.11,131.63,133.87,131.63,126.41,131.98
22/11/2024,132.45,131.06,131.75,131.06,125.86,129.5
25/11/2024,134.08,131.77,132.93,131.77,126.54,130.99
26/11/2024,132.98,132.09,132.53,132.09,126.85,129.67
27/11/2024,132.7,131.65,132.17,131.65,126.43,128.84
28/11/2024,131.58,131.14,131.36,131.14,125.94,127.78
29/11/2024,132.97,130.89,131.93,130.89,125.7,129.18
02/12/2024,138.78,136.36,137.57,136.36,128.9,129.9
03/12/2024,138.15,137.12,137.63,137.12,129.62,129.29
04/12/2024,134.9,135.83,135.36,135.83,128.4,126.95
05/12/2024,133.42,135.74,134.58,135.74,128.31,125.47
06/12/2024,133.35,136.17,134.76,136.17,128.72,125.71
09/12/2024,129.59,138.68,134.13,138.68,131.09,123.22
10/12/2024,131.31,139.45,135.38,139.45,131.82,124.61
11/12/2024,130.54,138.14,134.34,138.14,130.58,123.93
12/12/2024,125.05,135.46,130.26,135.46,128.05,119.47
13/12/2024,120.63,133.47,127.05,133.47,126.17,116.56
16/12/2024,117.98,132.55,125.26,132.55,125.3,114.17
17/12/2024,121.24,132.81,127.02,132.81,125.54,116.96
18/12/2024,120.27,131.83,126.05,131.83,124.62,115.58
19/12/2024,125.93,132.94,129.43,132.94,125.67,120.05
20/12/2024,128.63,132.25,130.44,132.25,125.01,121.52
23/12/2024,132.28,133.12,132.7,133.12,125.84,124.41
24/12/2024,132.28,133.12,132.7,133.12,125.84,124.41
25/12/2024,132.28,133.12,132.7,133.12,125.84,124.41
26/12/2024,132.28,133.12,132.7,133.12,125.84,124.41
27/12/2024,138.05,134.03,136.04,134.03,126.7,128.53
30/12/2024,137.11,135.06,136.08,135.06,127.67,128.69
31/12/2024,137.11,135.06,136.08,135.06,127.67,128.69
01/01/2025,137.11,135.06,136.08,135.06,127.67,128.69
02/01/2025,141.15,139.18,140.16,139.18,129.6,134.06
03/01/2025,140.6,140.3,140.45,140.3,130.64,134.11
06/01/2025,136.94,139.96,138.45,139.96,130.32,130.82
07/01/2025,137.03,138.83,137.93,138.83,129.27,130.86
08/01/2025,132.01,135.67,133.84,135.67,126.33,126.63
09/01/2025,130.77,134.27,132.52,134.27,125.03,125.83
10/01/2025,130.99,134.08,132.54,134.08,124.85,126.09
13/01/2025,138.1,140.57,139.34,140.57,130.89,132.83
14/01/2025,135.75,140.26,138,140.26,130.6,130.68
15/01/2025,135.83,140.82,138.32,140.82,131.13,131.11
16/01/2025,134.62,138.98,136.8,138.98,129.41,130.09
17/01/2025,136.48,140.56,138.52,140.56,130.88,131.78
20/01/2025,138.77,142.43,140.6,142.43,132.62,133.69
21/01/2025,143.01,143.92,143.46,143.92,134.01,137.31
22/01/2025,140.08,142.79,141.43,142.79,132.96,134.9
23/01/2025,141.24,143.32,142.28,143.32,133.45,136.48
24/01/2025,142.85,143.8,143.32,143.8,133.9,137.82
27/01/2025,138.76,143.16,140.96,143.16,133.3,134.48
28/01/2025,140.11,142.8,141.46,142.8,132.97,134.98
29/01/2025,148.49,142.95,145.72,142.95,133.11,140.51
30/01/2025,148.49,143.03,145.76,143.03,133.18,140.9
31/01/2025,152.42,152.42,152.42,152.42,136.71,144.21
03/02/2025,145.78,151.05,148.41,151.05,135.48,144.09
04/02/2025,141.71,148.83,145.27,148.83,133.49,140.41
05/02/2025,144.08,150.87,147.47,150.87,135.32,142.69
06/02/2025,146.91,151.83,149.37,151.83,136.18,144.64
07/02/2025,148.86,154.29,151.57,154.29,138.39,147.19
10/02/2025,153.48,158.33,155.9,158.33,142.01,151.28
11/02/2025,153.61,159.23,156.42,159.23,142.82,151.1
12/02/2025,147.79,156.56,152.17,156.56,140.42,146.9
13/02/2025,138.91,153.05,145.98,153.05,137.27,138.46
14/02/2025,138.36,152.28,145.32,152.28,136.58,137.89
17/02/2025,132.11,150.91,141.51,150.91,135.35,132.49
18/02/2025,133.93,151.06,142.49,151.06,135.49,133.86
19/02/2025,131.36,151.23,141.29,151.23,135.64,131.84
20/02/2025,129.65,150.55,140.1,150.55,135.03,130.1
21/02/2025,128.82,150.71,139.76,150.71,135.17,130.55
24/02/2025,129.89,150.81,140.35,150.81,135.26,129.78
25/02/2025,124.6,150.73,137.66,150.73,135.19,125.47
26/02/2025,119.58,150.5,135.04,150.5,134.99,120.56
27/02/2025,126.12,150.36,138.24,150.36,134.86,126.83
28/02/2025,123.31,123.31,123.31,123.31,131.86,122.04
03/03/2025,115.68,124.86,120.27,124.86,133.51,123.59
04/03/2025,110.95,121.54,116.24,121.54,129.96,119.53
05/03/2025,107.99,118.62,113.3,118.62,126.84,116.09
06/03/2025,101.6,113.32,107.46,113.32,121.17,109.73
07/03/2025,105.02,115.32,110.17,115.32,123.31,113.45
10/03/2025,106.91,117.11,112.01,117.11,125.23,115.62
11/03/2025,109.28,119.32,114.3,119.32,127.59,117.85
12/03/2025,109.52,118.76,114.14,118.76,126.99,117.4
13/03/2025,110.16,119.86,115.01,119.86,128.17,117.94
14/03/2025,110.35,119.58,114.96,119.58,127.87,118.41
17/03/2025,107.74,118.26,113,118.26,126.46,116.37
18/03/2025,107.19,117.87,112.53,117.87,126.04,115.83
19/03/2025,113.09,119.43,116.26,119.43,127.71,121.03
20/03/2025,112.12,119.45,115.78,119.45,127.73,120.25
21/03/2025,111.06,119.67,115.36,119.67,127.96,119.56
24/03/2025,111.26,120.63,115.94,120.63,128.99,120.09
25/03/2025,109.29,120.8,115.04,120.8,129.17,118
26/03/2025,108.12,120.62,114.37,120.62,128.98,117.25
27/03/2025,108.29,120.39,114.34,120.39,128.73,117.16
28/03/2025,108.31,120.6,114.46,120.6,128.96,116.89
31/03/2025,109.04,120.55,114.79,120.55,128.9,117.36
01/04/2025,111.61,113.66,112.63,113.66,134.37,120.97
02/04/2025,110.1,113.03,111.57,113.03,133.62,119.45
03/04/2025,106.2,109.98,108.09,109.98,130.02,114.81
04/04/2025,100.02,106.18,103.1,106.18,125.52,109.25
07/04/2025,101.15,104.1,102.63,104.1,123.06,109.81
08/04/2025,99.91,103.83,101.87,103.83,122.75,108.19
09/04/2025,95.02,101.4,98.21,101.4,119.87,103.48
10/04/2025,94.98,99.13,97.05,99.13,117.19,103.38
11/04/2025,95.45,98.18,96.81,98.18,116.07,103.86
14/04/2025,98.48,101.92,100.2,101.92,120.49,106.69
15/04/2025,97.89,101.49,99.69,101.49,119.98,106.49
16/04/2025,99.6,103.26,101.43,103.26,122.07,107.91
17/04/2025,100,102.51,101.25,102.51,121.18,108.15
18/04/2025,100,102.51,101.25,102.51,121.18,108.15
21/04/2025,100,102.51,101.25,102.51,121.18,108.15
22/04/2025,97.33,103.3,100.32,103.3,122.12,105.38
23/04/2025,98.04,103.12,100.58,103.12,121.91,105.87
24/04/2025,95.54,102.08,98.81,102.08,120.68,104.48
25/04/2025,93.14,101.35,97.24,101.35,119.81,102.34
28/04/2025,90.05,99.6,94.82,99.6,117.74,101.04
29/04/2025,88.68,99.85,94.26,99.85,118.04,99.94
30/04/2025,88.25,88.25,88.25,88.25,117.47,100.94
01/05/2025,88.25,88.25,88.25,88.25,117.47,100.94
02/05/2025,98.3,91.35,94.82,91.35,121.59,104.96
05/05/2025,97.68,90.51,94.09,90.51,120.48,104.01
06/05/2025,102.03,94.27,98.15,94.27,125.48,107.99
07/05/2025,102.28,94.36,98.32,94.36,125.6,108.19
08/05/2025,104.38,94.23,99.3,94.23,125.43,109.4
09/05/2025,102.75,94.15,98.45,94.15,125.32,108.14
12/05/2025,106.19,96.41,101.3,96.41,128.33,111.02
13/05/2025,106.78,95.03,100.9,95.03,126.49,110.46
14/05/2025,104.68,94.79,99.73,94.79,126.17,109.33
15/05/2025,104.83,94.17,99.5,94.17,125.35,109.53
16/05/2025,104.05,95.13,99.59,95.13,126.63,109.29
19/05/2025,103.89,94.55,99.22,94.55,125.85,109.06
20/05/2025,108.26,94.79,101.52,94.79,126.17,111.92
21/05/2025,106.79,94.22,100.5,94.22,125.41,112.13
22/05/2025,106.29,94.1,100.19,94.1,125.25,111.74
23/05/2025,105.7,93.63,99.66,93.63,124.63,111.77
26/05/2025,107.46,94.61,101.04,94.61,125.93,113.57
27/05/2025,107.16,94.49,100.82,94.49,125.77,112.83
28/05/2025,107.26,93.82,100.54,93.82,124.88,112.6
29/05/2025,104.77,93.5,99.13,93.5,124.46,110.19
30/05/2025,102.37,93.58,97.97,93.58,124.56,108.39
02/06/2025,115.59,105.12,110.35,105.12,127.91,113.53
03/06/2025,118.31,108.43,113.37,108.43,131.94,115.62
04/06/2025,117.85,107.82,112.84,107.82,131.19,114.95
05/06/2025,119.64,110.12,114.88,110.12,133.99,116.74
06/06/2025,119.85,108.72,114.29,108.72,132.29,116.78
09/06/2025,118.69,107.58,113.13,107.58,130.9,115.69
10/06/2025,116.51,106.61,111.56,106.61,129.72,113.64
11/06/2025,119.88,108.57,114.23,108.57,132.11,116.79
12/06/2025,121.36,109.51,115.43,109.51,133.25,118.09
13/06/2025,125.19,112.06,118.63,112.06,136.35,121.62
16/06/2025,125.71,112.59,119.15,112.59,137,121.85
17/06/2025,127.56,113.56,120.56,113.56,138.18,123.99
18/06/2025,125.96,113.24,119.6,113.24,137.79,123.5
19/06/2025,131.79,114.61,123.2,114.61,139.46,127.68
20/06/2025,131.07,113.97,122.52,113.97,138.68,127.09
23/06/2025,130.24,114.71,122.48,114.71,139.58,126.81
24/06/2025,121.42,113.78,117.6,113.78,138.45,119.06
25/06/2025,121,113.16,117.08,113.16,137.69,118.51
26/06/2025,118.02,112.53,115.27,112.53,136.92,115.89
27/06/2025,116.5,112.2,114.35,112.2,136.52,114.72
30/06/2025,112.42,111.78,112.1,111.78,136.01,112.16
01/07/2025,114.5,114.51,114.5,114.51,138.54,114.98
02/07/2025,114.74,115.28,115.01,115.28,139.47,115.64
03/07/2025,114.64,116.53,115.58,116.53,140.98,116.19
04/07/2025,114.48,118.02,116.25,118.02,142.79,116.41
07/07/2025,114.44,116.85,115.65,116.85,141.37,116.23
08/07/2025,114.7,116.06,115.38,116.06,140.42,116.32
09/07/2025,114.6,116.18,115.39,116.18,140.56,116.65
10/07/2025,116.08,117.04,116.56,117.04,141.6,117.91
11/07/2025,116.8,117.33,117.07,117.33,141.95,118.43
14/07/2025,116.62,116.75,116.68,116.75,141.25,118.15
15/07/2025,114.38,115.55,114.96,115.55,139.8,116.97
16/07/2025,114.83,115.66,115.24,115.66,139.93,117.3
17/07/2025,113.29,116,114.64,116,140.34,116.49
18/07/2025,111.11,114.64,112.88,114.64,138.7,114.76
21/07/2025,109.87,114.92,112.39,114.92,139.04,113.87
22/07/2025,109.19,114.8,111.99,114.8,138.89,113.18
23/07/2025,108.57,114.68,111.63,114.68,138.75,112.61
24/07/2025,108.09,114.44,111.26,114.44,138.46,112.53
25/07/2025,107.87,114.08,110.97,114.08,138.02,112.61
28/07/2025,107.11,113.01,110.06,113.01,136.73,112.6
29/07/2025,110.59,113.19,111.89,113.19,136.94,115.55
30/07/2025,111.46,113.13,112.29,113.13,136.87,116.22
31/07/2025,111.87,111.87,111.87,111.87,137.37,117.11
01/08/2025,113.09,110.81,111.95,110.81,136.07,114.7
04/08/2025,113.13,110.26,111.69,110.26,135.4,115.36
05/08/2025,114.39,112.17,113.28,112.17,137.74,115.99
06/08/2025,111.74,111.38,111.56,111.38,136.77,114.06
07/08/2025,110.63,110.61,110.62,110.61,135.83,113.55
08/08/2025,109.6,109.94,109.77,109.94,135,112.79
11/08/2025,110.31,110.57,110.44,110.57,135.78,113.27
12/08/2025,108.84,110.52,109.68,110.52,135.72,112.05
13/08/2025,108.98,109.86,109.42,109.86,134.91,112.11
14/08/2025,107.98,109.2,108.59,109.2,134.1,111
15/08/2025,105.78,108.18,106.98,108.18,132.84,108.63
18/08/2025,107.18,108.03,107.6,108.03,132.66,109.11
19/08/2025,106.23,107.69,106.96,107.69,132.24,108.57
20/08/2025,107.82,108.06,107.94,108.06,132.7,109.82
21/08/2025,110.84,108.62,109.73,108.62,133.38,112.49
22/08/2025,111.56,108.95,110.25,108.95,133.79,113.73
25/08/2025,111.82,109.28,110.55,109.28,134.19,113.98
26/08/2025,111.54,109.45,110.49,109.45,134.4,113.6
27/08/2025,109.53,109.66,109.6,109.66,134.66,111.85
28/08/2025,107.05,109.59,108.32,109.59,134.57,110.09
29/08/2025,107.83,108.89,108.36,108.89,133.71,110.53
01/09/2025,106.9,108.79,107.9,108.81,135.04,111.7
